edge_type_id target_query source_query dynamics_params delay model_template
346 node_type_id=='485835055' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
347 node_type_id=='485880739' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
348 node_type_id=='486052980' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
349 node_type_id=='486110216' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
350 node_type_id=='487664663' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
351 node_type_id=='471129934' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
352 node_type_id=='471143169' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
353 node_type_id=='471758398' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
354 node_type_id=='471767045' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
355 node_type_id=='485574832' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
356 node_type_id=='485835055' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
357 node_type_id=='485880739' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
358 node_type_id=='486052980' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
359 node_type_id=='486110216' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
360 node_type_id=='487664663' pop_name=='LIFe23Cux2' AMPA_ExcToExc.json 1.8 exp2syn
361 node_type_id=='471129934' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
362 node_type_id=='471143169' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
363 node_type_id=='471767045' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
364 node_type_id=='485574832' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
365 node_type_id=='485835055' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
366 node_type_id=='485880739' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
367 node_type_id=='486052980' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
368 node_type_id=='486110216' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
369 node_type_id=='487664663' pop_name=='LIFi6Pvalb' GABA_InhToExc.json 0.9 exp2syn
370 node_type_id=='471129934' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
371 node_type_id=='471143169' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
372 node_type_id=='471758398' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
373 node_type_id=='471767045' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
374 node_type_id=='485574832' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
375 node_type_id=='485835055' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
376 node_type_id=='485880739' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
377 node_type_id=='486052980' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
378 node_type_id=='486110216' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
379 node_type_id=='487664663' pop_name=='LIFe4Scnn1a' AMPA_ExcToExc.json 1.5 exp2syn
380 node_type_id=='471129934' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
381 node_type_id=='471767045' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
382 node_type_id=='485574832' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
383 node_type_id=='485835055' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
384 node_type_id=='485880739' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
385 node_type_id=='486052980' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
386 node_type_id=='486110216' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
387 node_type_id=='487664663' pop_name=='LIFi23Pvalb' GABA_InhToExc.json 0.9 exp2syn
388 node_type_id=='471129934' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
389 node_type_id=='471143169' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
390 node_type_id=='471758398' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
391 node_type_id=='471767045' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
392 node_type_id=='485574832' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
393 node_type_id=='485835055' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
394 node_type_id=='485880739' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
395 node_type_id=='486052980' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
396 node_type_id=='486110216' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
397 node_type_id=='487664663' pop_name=='LIFe4other' AMPA_ExcToExc.json 1.5 exp2syn
398 node_type_id=='471129934' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
399 node_type_id=='471143169' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
400 node_type_id=='471758398' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
401 node_type_id=='471767045' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
402 node_type_id=='485574832' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
403 node_type_id=='485835055' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
404 node_type_id=='485880739' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
405 node_type_id=='486052980' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
406 node_type_id=='486110216' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
407 node_type_id=='487664663' pop_name=='LIFi5Pvalb' GABA_InhToExc.json 0.9 exp2syn
408 node_type_id=='471129934' pop_name=='LIFi4Pvalb' GABA_InhToExc.json 0.9 exp2syn
409 node_type_id=='471143169' pop_name=='LIFi4Pvalb' GABA_InhToExc.json 0.9 exp2syn
410 node_type_id=='471758398' pop_name=='LIFi4Pvalb' GABA_InhToExc.json 0.9 exp2syn
411 node_type_id=='471767045' pop_name=='LIFi4Pvalb' GABA_InhToExc.json 0.9 exp2syn
