edge_type_id target_query source_query model_template dynamics_params delay
406 node_type_id=='486110216' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
407 node_type_id=='487664663' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
408 node_type_id=='471129934' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
409 node_type_id=='471143169' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
410 node_type_id=='471758398' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
411 node_type_id=='471767045' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
412 node_type_id=='485574832' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
413 node_type_id=='485835055' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
414 node_type_id=='485880739' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
415 node_type_id=='486052980' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
416 node_type_id=='486110216' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
417 node_type_id=='487664663' pop_name=='LIFi4Pvalb' exp2syn GABA_InhToExc.json 0.9
418 node_type_id=='471129934' pop_name=='LIFe4Rorb' exp2syn AMPA_ExcToExc.json 1.5
419 node_type_id=='471129934' pop_name=='i5Htr3a' exp2syn AMPA_ExcToExc.json 1.5
420 node_type_id=='471143169' pop_name=='LIFe4Rorb' exp2syn AMPA_ExcToExc.json 1.5
421 node_type_id=='471143169' pop_name=='i5Htr3a' exp2syn AMPA_ExcToExc.json 1.5
422 node_type_id=='471758398' pop_name=='LIFe4Rorb' exp2syn AMPA_ExcToExc.json 1.5
